,district,elevation,Area,lat,lng,Year,Disaster Internal Displacements,Hazard Type,total_precip,drought_index,total solar,heavy rain,storm days,extreme temp,severerisk,low_pressure_days,pressure_anomaly,Country / Territory,population,Count of Disasters,pdensity,distancetowater,distancetowater1,distancetowater2,Country Code,gdp
128,yumbe,987,2327639991.0,3.465,31.245,2023,4100,Flood,1172.7,98.0,7855.4,193.0,0.0,29.0,39.0,0.0,186.0,Uganda,929908.357481046,1,399.5069517092887,44888.36438,50760.08782,90542.0749,UGA,49272882213.623
129,buyende,1051,1845203078.0,1.1475,33.1611,2019,2,Flood,1922.7,66.0,7033.4,238.0,0.0,0.0,0.0,0.0,186.0,Uganda,500297.419225454,1,271.13406930131623,18161.18072,22123.93837,22729.32442,UGA,35348155095.4215
130,buyende,1051,1845203078.0,1.1475,33.1611,2023,110,Flood,1184.9,68.0,8386.1,208.0,0.0,1.0,8.0,0.0,186.0,Uganda,571584.0973439767,1,309.76758285245864,18161.18072,22123.93837,22729.32442,UGA,49272882213.623
131,kisoro,1924,725971129.7,-1.285,29.685,2023,1,Flood,1532.8,52.0,6599.0,221.0,0.0,0.0,0.0,0.0,189.0,Uganda,424097.1382525204,3,584.1790684262804,8175.035657,8747.402292,11880.38786,UGA,49272882213.623
132,kisoro,1924,725971129.7,-1.285,29.685,2023,820,Storm,1532.8,52.0,6599.0,221.0,0.0,0.0,0.0,0.0,189.0,Uganda,424097.1382525204,3,584.1790684262804,8175.035657,8747.402292,11880.38786,UGA,49272882213.623
133,kisoro,1924,725971129.7,-1.285,29.685,2023,400,Mass Movement,1532.8,52.0,6599.0,221.0,0.0,0.0,0.0,0.0,189.0,Uganda,424097.1382525204,3,584.1790684262804,8175.035657,8747.402292,11880.38786,UGA,49272882213.623
134,nakapiripirit,1352,2378811899.0,1.9167,34.7833,2023,30,Storm,819.3,148.0,8087.5,127.0,0.0,0.0,0.0,0.0,180.0,Uganda,176796.18212547866,1,74.32121144164441,72301.70886,88492.19279,99793.96918,UGA,49272882213.623
135,gulu,1119,1871589118.0,2.7817,32.2992,2021,600,Flood,908.9,151.0,7673.0,130.0,0.0,12.0,0.0,0.0,189.0,Uganda,435423.24149472086,5,232.64894912405708,85518.52901,96333.29524,97174.28036,UGA,40529788744.0595
136,gulu,1119,1871589118.0,2.7817,32.2992,2021,2000,Flood,908.9,151.0,7673.0,130.0,0.0,12.0,0.0,0.0,189.0,Uganda,435423.24149472086,5,232.64894912405708,85518.52901,96333.29524,97174.28036,UGA,40529788744.0595
137,gulu,1119,1871589118.0,2.7817,32.2992,2021,5300,Flood,908.9,151.0,7673.0,130.0,0.0,12.0,0.0,0.0,189.0,Uganda,435423.24149472086,5,232.64894912405708,85518.52901,96333.29524,97174.28036,UGA,40529788744.0595
138,gulu,1119,1871589118.0,2.7817,32.2992,2021,6600,Flood,908.9,151.0,7673.0,130.0,0.0,12.0,0.0,0.0,189.0,Uganda,435423.24149472086,5,232.64894912405708,85518.52901,96333.29524,97174.28036,UGA,40529788744.0595
139,gulu,1119,1871589118.0,2.7817,32.2992,2021,10,Storm,908.9,151.0,7673.0,130.0,0.0,12.0,0.0,0.0,189.0,Uganda,435423.24149472086,5,232.64894912405708,85518.52901,96333.29524,97174.28036,UGA,40529788744.0595
140,gulu,1119,1871589118.0,2.7817,32.2992,2022,1100,Storm,1246.4,92.0,7584.5,197.0,0.0,34.0,72.0,0.0,190.0,Uganda,448660.1080361604,5,239.7214771774284,85518.52901,96333.29524,97174.28036,UGA,45565333216.4142
141,gulu,1119,1871589118.0,2.7817,32.2992,2022,360,Storm,1246.4,92.0,7584.5,197.0,0.0,34.0,72.0,0.0,190.0,Uganda,448660.1080361604,5,239.7214771774284,85518.52901,96333.29524,97174.28036,UGA,45565333216.4142
142,gulu,1119,1871589118.0,2.7817,32.2992,2022,91,Flood,1246.4,92.0,7584.5,197.0,0.0,34.0,72.0,0.0,190.0,Uganda,448660.1080361604,5,239.7214771774284,85518.52901,96333.29524,97174.28036,UGA,45565333216.4142
143,gulu,1119,1871589118.0,2.7817,32.2992,2022,340,Flood,1246.4,92.0,7584.5,197.0,0.0,34.0,72.0,0.0,190.0,Uganda,448660.1080361604,5,239.7214771774284,85518.52901,96333.29524,97174.28036,UGA,45565333216.4142
144,gulu,1119,1871589118.0,2.7817,32.2992,2022,2900,Flood,1246.4,92.0,7584.5,197.0,0.0,34.0,72.0,0.0,190.0,Uganda,448660.1080361604,5,239.7214771774284,85518.52901,96333.29524,97174.28036,UGA,45565333216.4142
145,kween,1951,789584032.2,1.4175,34.5344,2020,20,Mass Movement,2498.1,53.0,7392.9,209.0,0.0,0.0,0.0,0.0,197.0,Uganda,141039.615699768,1,178.62521270445723,46148.94293,62205.50028,80111.18409,UGA,37600368239.8824
146,amuria,1153,1382496589.0,2.03,33.6431,2018,200,Flood,1249.9,102.0,7661.2,199.0,0.0,35.0,0.0,0.0,179.0,Uganda,264354.56993866,1,191.21535057809828,37510.09727,41331.56604,45735.37096,UGA,32927025619.6795
147,amuria,1153,1382496589.0,2.03,33.6431,2023,8,Drought,1047.5,108.0,7992.7,164.0,0.0,38.0,10.0,0.0,185.0,Uganda,310580.4946636834,1,224.6519066555783,37510.09727,41331.56604,45735.37096,UGA,49272882213.623
148,adjumani,818,3113726665.0,3.3772,31.7906,2023,590,Flood,968.0,92.0,7731.4,169.0,0.0,118.0,24.0,0.0,189.0,Uganda,341739.65831277583,2,109.75261963553754,16738.63505,50797.9707,87374.44721,UGA,49272882213.623
149,adjumani,818,3113726665.0,3.3772,31.7906,2023,2400,Flood,968.0,92.0,7731.4,169.0,0.0,118.0,24.0,0.0,189.0,Uganda,341739.65831277583,2,109.75261963553754,16738.63505,50797.9707,87374.44721,UGA,49272882213.623
150,kasese,987,3387436760.0,0.1867,30.0881,2013,30000,Flood,839.0,96.0,7085.8,190.0,0.0,0.0,0.0,0.0,60.0,Uganda,835013.343963176,1,246.5030059965388,22567.77224,30281.42667,32877.30696,UGA,28915786516.6123
151,kasese,987,3387436760.0,0.1867,30.0881,2014,600,Flood,1090.5,43.0,7092.5,235.0,0.0,0.0,0.0,0.0,24.0,Uganda,857164.39339079,1,253.0421832556337,22567.77224,30281.42667,32877.30696,UGA,32612397257.4458
152,kasese,987,3387436760.0,0.1867,30.0881,2015,600,Flood,1111.8,92.0,7003.9,205.0,0.0,0.0,0.0,0.0,186.0,Uganda,881333.319007814,1,260.1770546434686,22567.77224,30281.42667,32877.30696,UGA,32387183730.1002
153,kasese,987,3387436760.0,0.1867,30.0881,2016,650,Flood,859.6,116.0,7193.7,152.0,1.0,3.0,0.0,0.0,191.0,Uganda,907084.311689124,1,267.7789656179807,22567.77224,30281.42667,32877.30696,UGA,29203988696.2626
154,kasese,987,3387436760.0,0.1867,30.0881,2017,1500,Flood,1096.3,99.0,7075.4,197.0,2.0,0.0,0.0,0.0,193.0,Uganda,934162.191441655,1,275.7725848855862,22567.77224,30281.42667,32877.30696,UGA,30744473841.424
155,kasese,987,3387436760.0,0.1867,30.0881,2018,8000,Flood,1168.9,87.0,6990.7,215.0,0.0,0.0,0.0,0.0,171.0,Uganda,961609.253737777,1,283.87518996451377,22567.77224,30281.42667,32877.30696,UGA,32927025619.6795
156,kasese,987,3387436760.0,0.1867,30.0881,2019,100,Mass Movement,1474.5,62.0,6909.3,227.0,2.0,2.0,0.0,0.0,183.0,Uganda,987779.957071811,1,291.601003075792,22567.77224,30281.42667,32877.30696,UGA,35348155095.4215
157,kasese,987,3387436760.0,0.1867,30.0881,2020,8300,Flood,1691.7,64.0,7224.2,243.0,1.0,0.0,0.0,0.0,188.0,Uganda,1011390.58497921,2,298.57106025477805,22567.77224,30281.42667,32877.30696,UGA,37600368239.8824
158,kasese,987,3387436760.0,0.1867,30.0881,2020,5,Flood,1691.7,64.0,7224.2,243.0,1.0,0.0,0.0,0.0,188.0,Uganda,1011390.58497921,2,298.57106025477805,22567.77224,30281.42667,32877.30696,UGA,37600368239.8824
159,kasese,987,3387436760.0,0.1867,30.0881,2023,6,Mass Movement,1738.6,11.0,6406.5,279.0,0.0,2.0,0.0,0.0,184.0,Uganda,1106461.8809747363,3,326.6369114370526,22567.77224,30281.42667,32877.30696,UGA,49272882213.623
160,kasese,987,3387436760.0,0.1867,30.0881,2023,50,Storm,1738.6,11.0,6406.5,279.0,0.0,2.0,0.0,0.0,184.0,Uganda,1106461.8809747363,3,326.6369114370526,22567.77224,30281.42667,32877.30696,UGA,49272882213.623
161,kasese,987,3387436760.0,0.1867,30.0881,2023,35,Mass Movement,1738.6,11.0,6406.5,279.0,0.0,2.0,0.0,0.0,184.0,Uganda,1106461.8809747363,3,326.6369114370526,22567.77224,30281.42667,32877.30696,UGA,49272882213.623
162,butaleja,1077,654685843.5,0.925,33.945,2011,6400,Flood,1697.5,51.0,7524.4,261.0,1.0,4.0,0.0,0.0,108.0,Uganda,269908.331672668,1,412.2715258813565,35643.48689,38453.08249,47141.1806,UGA,27871725241.4723
163,butaleja,1077,654685843.5,0.925,33.945,2014,190,Storm,1552.2,68.0,7416.9,229.0,0.0,2.0,0.0,0.0,0.0,Uganda,302854.161468506,1,462.5946390553135,35643.48689,38453.08249,47141.1806,UGA,32612397257.4458
164,butaleja,1077,654685843.5,0.925,33.945,2018,980,Storm,2002.8,68.0,7337.9,233.0,0.0,3.0,0.0,0.0,179.0,Uganda,357456.633178711,2,545.9971935053932,35643.48689,38453.08249,47141.1806,UGA,32927025619.6795
165,butaleja,1077,654685843.5,0.925,33.945,2018,150000,Flood,2002.8,68.0,7337.9,233.0,0.0,3.0,0.0,0.0,179.0,Uganda,357456.633178711,2,545.9971935053932,35643.48689,38453.08249,47141.1806,UGA,32927025619.6795
166,butaleja,1077,654685843.5,0.925,33.945,2019,590,Flood,2199.3,64.0,7386.7,268.0,0.0,2.0,0.0,0.0,185.0,Uganda,371902.490348816,2,568.0625204305582,35643.48689,38453.08249,47141.1806,UGA,35348155095.4215
167,butaleja,1077,654685843.5,0.925,33.945,2019,740,Flood,2199.3,64.0,7386.7,268.0,0.0,2.0,0.0,0.0,185.0,Uganda,371902.490348816,2,568.0625204305582,35643.48689,38453.08249,47141.1806,UGA,35348155095.4215
168,apac,1047,1790829864.0,1.9014,32.8536,2020,2450,Flood,1334.3,74.0,7526.8,203.0,0.0,0.0,0.0,0.0,184.0,Uganda,285828.130816698,2,159.60652464119173,30257.47555,47131.05854,47674.67469,UGA,37600368239.8824
169,apac,1047,1790829864.0,1.7898,32.6504,2020,2450,Flood,1296.2,76.0,7287.8,204.0,0.0,0.0,0.0,0.0,191.0,Uganda,285828.130816698,2,159.60652464119173,30257.47555,47131.05854,47674.67469,UGA,37600368239.8824
170,apac,1047,1790829864.0,1.985,32.535,2023,1900,Flood,1249.5,97.0,7624.7,192.0,0.0,41.0,43.0,0.0,184.0,Uganda,312696.1393114389,1,174.60962964566627,30257.47555,47131.05854,47674.67469,UGA,49272882213.623
171,kalungu,1245,837185590.0,-0.1681,31.76,2023,71,Storm,1271.9,159.0,7451.7,109.0,0.0,0.0,0.0,0.0,184.0,Uganda,271446.9916545738,1,324.2375345406672,26327.42332,77822.00781,78676.48371,UGA,49272882213.623
172,namutumba,1136,814553703.4,0.8363,33.6858,2014,770,Storm,1552.2,68.0,7416.9,229.0,2.0,2.0,0.0,0.0,0.0,Uganda,315646.337720871,1,387.50832069554497,20978.15448,31373.49743,38434.24553,UGA,32612397257.4458
173,namutumba,1136,814553703.4,0.8363,33.6858,2019,2400,Flood,2199.3,64.0,7386.7,268.0,0.0,1.0,0.0,0.0,180.0,Uganda,383046.227108002,1,470.2528826634048,20978.15448,31373.49743,38434.24553,UGA,35348155095.4215
174,bugiri,1129,1053658925.0,0.5694,33.7486,2018,49,Storm,2141.3,68.0,7287.4,242.0,0.0,1.0,0.0,0.0,180.0,Uganda,555582.562001705,1,527.2888112267498,51103.39594,61230.73406,65337.90817,UGA,32927025619.6795
175,kampala,1192,195285765.1,0.3136,32.5811,2016,650,Flood,1458.5,227.0,7292.1,90.0,6.0,1.0,0.0,0.0,189.0,Uganda,1912488.96339798,1,9793.28402363916,62864.25353,67797.26812,87268.40479,UGA,29203988696.2626
176,kampala,1192,195285765.1,0.3136,32.5811,2019,98,Flood,852.9,105.0,6581.0,132.0,4.0,0.0,0.0,0.0,180.0,Uganda,2061382.72372055,2,10555.72444138454,62864.25353,67797.26812,87268.40479,UGA,35348155095.4215
177,kampala,1192,195285765.1,0.3136,32.5811,2019,25000,Flood,852.9,105.0,6581.0,132.0,4.0,0.0,0.0,0.0,180.0,Uganda,2061382.72372055,2,10555.72444138454,62864.25353,67797.26812,87268.40479,UGA,35348155095.4215
178,kampala,1192,195285765.1,0.3136,32.5811,2021,88,Storm,1229.5,129.0,6759.1,120.0,12.0,0.0,0.0,0.0,180.0,Uganda,2168052.517533305,6,11101.948554330676,62864.25353,67797.26812,87268.40479,UGA,40529788744.0595
179,kampala,1192,195285765.1,0.3136,32.5811,2021,920,Flood,1229.5,129.0,6759.1,120.0,12.0,0.0,0.0,0.0,180.0,Uganda,2168052.517533305,6,11101.948554330676,62864.25353,67797.26812,87268.40479,UGA,40529788744.0595
180,kampala,1192,195285765.1,0.3136,32.5811,2021,100,Flood,1229.5,129.0,6759.1,120.0,12.0,0.0,0.0,0.0,180.0,Uganda,2168052.517533305,6,11101.948554330676,62864.25353,67797.26812,87268.40479,UGA,40529788744.0595
181,kampala,1192,195285765.1,0.3136,32.5811,2021,1100,Storm,1229.5,129.0,6759.1,120.0,12.0,0.0,0.0,0.0,180.0,Uganda,2168052.517533305,6,11101.948554330676,62864.25353,67797.26812,87268.40479,UGA,40529788744.0595
182,kampala,1192,195285765.1,0.3136,32.5811,2021,1200,Storm,1229.5,129.0,6759.1,120.0,12.0,0.0,0.0,0.0,180.0,Uganda,2168052.517533305,6,11101.948554330676,62864.25353,67797.26812,87268.40479,UGA,40529788744.0595
183,kampala,1192,195285765.1,0.3136,32.5811,2021,7,Flood,1229.5,129.0,6759.1,120.0,12.0,0.0,0.0,0.0,180.0,Uganda,2168052.517533305,6,11101.948554330676,62864.25353,67797.26812,87268.40479,UGA,40529788744.0595
184,kampala,1192,195285765.1,0.3136,32.5811,2022,200,Flood,777.3,129.0,7604.5,104.0,5.0,0.0,1.0,0.0,174.0,Uganda,2233961.3140663174,10,11439.44779038233,62864.25353,67797.26812,87268.40479,UGA,45565333216.4142
185,kampala,1192,195285765.1,0.3136,32.5811,2022,16,Storm,777.3,129.0,7604.5,104.0,5.0,0.0,1.0,0.0,174.0,Uganda,2233961.3140663174,10,11439.44779038233,62864.25353,67797.26812,87268.40479,UGA,45565333216.4142
186,kampala,1192,195285765.1,0.3136,32.5811,2022,45,Storm,777.3,129.0,7604.5,104.0,5.0,0.0,1.0,0.0,174.0,Uganda,2233961.3140663174,10,11439.44779038233,62864.25353,67797.26812,87268.40479,UGA,45565333216.4142
187,kampala,1192,195285765.1,0.3136,32.5811,2022,440,Storm,777.3,129.0,7604.5,104.0,5.0,0.0,1.0,0.0,174.0,Uganda,2233961.3140663174,10,11439.44779038233,62864.25353,67797.26812,87268.40479,UGA,45565333216.4142
188,kampala,1192,195285765.1,0.3136,32.5811,2022,120,Flood,777.3,129.0,7604.5,104.0,5.0,0.0,1.0,0.0,174.0,Uganda,2233961.3140663174,10,11439.44779038233,62864.25353,67797.26812,87268.40479,UGA,45565333216.4142
189,kampala,1192,195285765.1,0.3136,32.5811,2022,68,Storm,777.3,129.0,7604.5,104.0,5.0,0.0,1.0,0.0,174.0,Uganda,2233961.3140663174,10,11439.44779038233,62864.25353,67797.26812,87268.40479,UGA,45565333216.4142
190,kampala,1192,195285765.1,0.3136,32.5811,2022,130,Storm,777.3,129.0,7604.5,104.0,5.0,0.0,1.0,0.0,174.0,Uganda,2233961.3140663174,10,11439.44779038233,62864.25353,67797.26812,87268.40479,UGA,45565333216.4142
191,kampala,1192,195285765.1,0.3136,32.5811,2022,140,Flood,777.3,129.0,7604.5,104.0,5.0,0.0,1.0,0.0,174.0,Uganda,2233961.3140663174,10,11439.44779038233,62864.25353,67797.26812,87268.40479,UGA,45565333216.4142
192,kampala,1192,195285765.1,0.3136,32.5811,2022,1800,Flood,777.3,129.0,7604.5,104.0,5.0,0.0,1.0,0.0,174.0,Uganda,2233961.3140663174,10,11439.44779038233,62864.25353,67797.26812,87268.40479,UGA,45565333216.4142
193,kampala,1192,195285765.1,0.3136,32.5811,2022,41,Flood,777.3,129.0,7604.5,104.0,5.0,0.0,1.0,0.0,174.0,Uganda,2233961.3140663174,10,11439.44779038233,62864.25353,67797.26812,87268.40479,UGA,45565333216.4142
194,kampala,1192,195285765.1,0.3136,32.5811,2023,30,Flood,1306.2,110.0,7848.0,120.0,2.0,0.0,0.0,0.0,180.0,Uganda,2301873.7380139334,2,11787.207003209953,62864.25353,67797.26812,87268.40479,UGA,49272882213.623
195,kampala,1192,195285765.1,0.3136,32.5811,2023,150,Flood,1306.2,110.0,7848.0,120.0,2.0,0.0,0.0,0.0,180.0,Uganda,2301873.7380139334,2,11787.207003209953,62864.25353,67797.26812,87268.40479,UGA,49272882213.623
196,bududa,1298,317414722.4,1.01,34.3317,2012,220,Flood,1599.5,124.0,7833.0,153.0,2.0,2.0,0.0,0.0,93.0,Uganda,232257.057994843,1,731.7148248157094,72449.75562,72503.66832,77770.55549,UGA,27305915910.7877
197,bududa,1298,317414722.4,1.01,34.3317,2018,2000,Mass Movement,1873.8,70.0,7478.6,189.0,0.0,3.0,0.0,0.0,173.0,Uganda,310071.652946472,2,976.8660086148292,72449.75562,72503.66832,77770.55549,UGA,32927025619.6795
198,bududa,1298,317414722.4,1.01,34.3317,2018,1200,Mass Movement,1873.8,70.0,7478.6,189.0,0.0,3.0,0.0,0.0,173.0,Uganda,310071.652946472,2,976.8660086148292,72449.75562,72503.66832,77770.55549,UGA,32927025619.6795
199,bududa,1298,317414722.4,1.01,34.3317,2019,390,Mass Movement,2052.5,72.0,7588.4,222.0,0.0,2.0,0.0,0.0,184.0,Uganda,325208.529243469,2,1024.5540181140286,72449.75562,72503.66832,77770.55549,UGA,35348155095.4215
200,bududa,1298,317414722.4,1.01,34.3317,2019,300,Flood,2052.5,72.0,7588.4,222.0,0.0,2.0,0.0,0.0,184.0,Uganda,325208.529243469,2,1024.5540181140286,72449.75562,72503.66832,77770.55549,UGA,35348155095.4215
201,bududa,1298,317414722.4,1.01,34.3317,2023,16,Mass Movement,1326.0,139.0,7293.8,136.0,0.0,0.0,14.0,0.0,182.0,Uganda,372103.02604360966,1,1172.2929019489288,72449.75562,72503.66832,77770.55549,UGA,49272882213.623
202,manafwa,1202,237669425.1,0.9564,34.2844,2018,200,Mass Movement,1873.8,70.0,7478.6,189.0,0.0,3.0,0.0,0.0,173.0,Uganda,214476.744384766,1,902.4162207424216,68586.16781,75296.50245,76420.07308,UGA,32927025619.6795
203,manafwa,1202,237669425.1,0.9564,34.2844,2023,9,Storm,1326.0,139.0,7293.8,136.0,0.0,0.0,14.0,0.0,182.0,Uganda,247451.06300222277,1,1041.156484045464,68586.16781,75296.50245,76420.07308,UGA,49272882213.623
204,sironko,1119,406162100.3,1.2306,34.2481,2019,430,Flood,2329.0,69.0,7588.4,257.0,0.0,3.0,0.0,0.0,190.0,Uganda,353183.228813171,1,869.5622475664329,46823.69626,53324.66402,60237.66088,UGA,35348155095.4215
205,sironko,1120,406162100.3,1.2306,34.2481,2019,430,Flood,2329.0,69.0,7588.4,257.0,0.0,3.0,0.0,0.0,190.0,Uganda,353183.228813171,1,869.5622475664329,46823.69626,53324.66402,60237.66088,UGA,35348155095.4215
206,buliisa,633,2027071047.0,2.1217,31.4156,2020,2175,Flood,1180.4,84.0,7004.8,206.0,0.0,0.0,0.0,0.0,191.0,Uganda,188390.259557962,2,92.93717644321028,15893.00722,37233.44415,60689.6507,UGA,37600368239.8824
207,buliisa,633,2027071047.0,2.1217,31.4156,2020,30000,Flood,1180.4,84.0,7004.8,206.0,0.0,0.0,0.0,0.0,191.0,Uganda,188390.259557962,2,92.93717644321028,15893.00722,37233.44415,60689.6507,UGA,37600368239.8824
208,lyantonde,1268,865971567.6,-0.4069,31.1575,2023,14,Storm,901.9,90.0,7096.8,176.0,0.0,1.0,12.0,0.0,182.0,Uganda,155932.26898112992,1,180.06626870358917,18292.63206,28406.06018,30222.83021,UGA,49272882213.623
209,kakumiro,1339,1668290388.0,0.7811,31.3231,2023,5,Flood,1172.5,80.0,6560.2,185.0,0.0,3.0,30.0,0.0,188.0,Uganda,569024.7169840881,1,341.0825363959887,141578.6718,150935.4284,154711.4412,UGA,49272882213.623
210,kabale,1859,619935592.0,1.242,29.9856,2020,2550,Flood,1825.0,58.0,6872.7,246.0,0.0,0.0,0.0,0.0,185.0,Uganda,303646.818647861,1,489.80381601942446,138858.8712,143978.3948,147286.4705,UGA,37600368239.8824
211,kabale,1936,619935592.0,1.242,29.9856,2020,2550,Flood,1825.0,58.0,6872.7,246.0,0.0,0.0,0.0,0.0,185.0,Uganda,303646.818647861,1,489.80381601942446,138858.8712,143978.3948,147286.4705,UGA,37600368239.8824
212,kabale,1859,619935592.0,-1.25,29.99,2023,23,Mass Movement,1378.7,81.0,7359.4,200.0,0.0,1.0,27.0,0.0,185.0,Uganda,332189.794034926,1,535.8456560999098,138858.8712,143978.3948,147286.4705,UGA,49272882213.623
213,kabale,1936,619935592.0,-1.25,29.99,2023,23,Mass Movement,1378.7,81.0,7359.4,200.0,0.0,1.0,27.0,0.0,185.0,Uganda,332189.794034926,1,535.8456560999098,138858.8712,143978.3948,147286.4705,UGA,49272882213.623
214,oyam,1052,2252671631.0,2.235,32.385,2023,36,Storm,1192.7,102.0,7582.8,195.0,1.0,37.0,42.0,0.0,180.0,Uganda,643075.7766211538,1,285.4724886536975,25182.37068,64125.5938,78377.87829,UGA,49272882213.623
215,madi okollo,704,2019005760.0,2.8218,31.2168,2023,150,Flood,1161.0,88.0,7888.7,188.0,0.0,69.0,21.0,0.0,192.0,Uganda,226142.2667769894,11,112.0067467152691,29961.58247,37746.43185,51119.48274,UGA,49272882213.623
216,madi okollo,704,2019005760.0,2.8218,31.2168,2023,1000,Flood,1161.0,88.0,7888.7,188.0,0.0,69.0,21.0,0.0,192.0,Uganda,226142.2667769894,11,112.0067467152691,29961.58247,37746.43185,51119.48274,UGA,49272882213.623
217,madi okollo,704,2019005760.0,2.8218,31.2168,2023,19,Flood,1161.0,88.0,7888.7,188.0,0.0,69.0,21.0,0.0,192.0,Uganda,226142.2667769894,11,112.0067467152691,29961.58247,37746.43185,51119.48274,UGA,49272882213.623
218,madi okollo,704,2019005760.0,2.8218,31.2168,2023,120,Flood,1161.0,88.0,7888.7,188.0,0.0,69.0,21.0,0.0,192.0,Uganda,226142.2667769894,11,112.0067467152691,29961.58247,37746.43185,51119.48274,UGA,49272882213.623
219,madi okollo,704,2019005760.0,2.8218,31.2168,2023,150,Flood,1161.0,88.0,7888.7,188.0,0.0,69.0,21.0,0.0,192.0,Uganda,226142.2667769894,11,112.0067467152691,29961.58247,37746.43185,51119.48274,UGA,49272882213.623
220,madi okollo,704,2019005760.0,2.8218,31.2168,2023,10,Flood,1161.0,88.0,7888.7,188.0,0.0,69.0,21.0,0.0,192.0,Uganda,226142.2667769894,11,112.0067467152691,29961.58247,37746.43185,51119.48274,UGA,49272882213.623
221,madi okollo,704,2019005760.0,2.8218,31.2168,2023,640,Flood,1161.0,88.0,7888.7,188.0,0.0,69.0,21.0,0.0,192.0,Uganda,226142.2667769894,11,112.0067467152691,29961.58247,37746.43185,51119.48274,UGA,49272882213.623
222,madi okollo,704,2019005760.0,2.8218,31.2168,2023,140,Flood,1161.0,88.0,7888.7,188.0,0.0,69.0,21.0,0.0,192.0,Uganda,226142.2667769894,11,112.0067467152691,29961.58247,37746.43185,51119.48274,UGA,49272882213.623
223,madi okollo,704,2019005760.0,2.8218,31.2168,2023,93,Flood,1161.0,88.0,7888.7,188.0,0.0,69.0,21.0,0.0,192.0,Uganda,226142.2667769894,11,112.0067467152691,29961.58247,37746.43185,51119.48274,UGA,49272882213.623
224,madi okollo,704,2019005760.0,2.8218,31.2168,2023,17,Flood,1161.0,88.0,7888.7,188.0,0.0,69.0,21.0,0.0,192.0,Uganda,226142.2667769894,11,112.0067467152691,29961.58247,37746.43185,51119.48274,UGA,49272882213.623
225,madi okollo,704,2019005760.0,2.8218,31.2168,2023,360,Flood,1161.0,88.0,7888.7,188.0,0.0,69.0,21.0,0.0,192.0,Uganda,226142.2667769894,11,112.0067467152691,29961.58247,37746.43185,51119.48274,UGA,49272882213.623
226,namisindwa,1715,299670186.2,0.9061,34.3578,2020,49,Mass Movement,2618.8,46.0,7555.7,215.0,0.0,0.0,0.0,0.0,191.0,Uganda,283086.347885132,1,944.6596989671842,78000.00488,84022.29792,84349.84086,UGA,37600368239.8824
227,namisindwa,1715,299670186.2,0.9054,34.3754,2023,21,Mass Movement,1329.3,141.0,6463.8,135.0,0.0,0.0,0.0,0.0,175.0,Uganda,309696.6272092502,1,1033.458253343089,78000.00488,84022.29792,84349.84086,UGA,49272882213.623
228,bulambuli,1774,693770563.2,1.16,34.3967,2018,10,Flood,1873.8,70.0,7478.6,189.0,0.0,3.0,0.0,0.0,172.0,Uganda,267902.151345253,1,386.1538173507402,58862.45048,68717.06371,78187.41396,UGA,32927025619.6795
229,bulambuli,1774,693770563.2,1.16,34.3967,2019,490,Mass Movement,2052.5,72.0,7588.4,222.0,0.0,2.0,0.0,0.0,189.0,Uganda,282308.990497589,2,406.9198168274041,58862.45048,68717.06371,78187.41396,UGA,35348155095.4215
230,bulambuli,1774,693770563.2,1.16,34.3967,2019,1500,Mass Movement,2052.5,72.0,7588.4,222.0,0.0,2.0,0.0,0.0,189.0,Uganda,282308.990497589,2,406.9198168274041,58862.45048,68717.06371,78187.41396,UGA,35348155095.4215
231,bulambuli,1774,693770563.2,1.16,34.3967,2020,670,Mass Movement,2618.8,46.0,7555.7,215.0,0.0,0.0,0.0,0.0,193.0,Uganda,296206.380443573,1,426.951496871427,58862.45048,68717.06371,78187.41396,UGA,37600368239.8824
232,bulambuli,1774,693770563.2,1.16,34.3967,2023,210,Mass Movement,1315.5,144.0,7043.7,134.0,0.0,0.0,0.0,0.0,184.0,Uganda,324049.950365171,2,467.0851828456059,58862.45048,68717.06371,78187.41396,UGA,49272882213.623
233,bulambuli,1774,693770563.2,1.16,34.3967,2023,110,Flood,1315.5,144.0,7043.7,134.0,0.0,0.0,0.0,0.0,184.0,Uganda,324049.950365171,2,467.0851828456059,58862.45048,68717.06371,78187.41396,UGA,49272882213.623
234,kapelebyong,1113,1201600718.0,2.211,33.7518,2023,23,Flood,954.4,122.0,7944.0,155.0,0.0,41.0,10.0,0.0,183.0,Uganda,148364.0254213104,5,123.47198466080675,52524.47427,54383.18679,63216.53596,UGA,49272882213.623
235,kapelebyong,1113,1201600718.0,2.211,33.7518,2023,23,Flood,954.4,122.0,7944.0,155.0,0.0,41.0,10.0,0.0,183.0,Uganda,148364.0254213104,5,123.47198466080675,52524.47427,54383.18679,63216.53596,UGA,49272882213.623
236,kapelebyong,1113,1201600718.0,2.211,33.7518,2023,55,Storm,954.4,122.0,7944.0,155.0,0.0,41.0,10.0,0.0,183.0,Uganda,148364.0254213104,5,123.47198466080675,52524.47427,54383.18679,63216.53596,UGA,49272882213.623
237,kapelebyong,1113,1201600718.0,2.211,33.7518,2023,55,Storm,954.4,122.0,7944.0,155.0,0.0,41.0,10.0,0.0,183.0,Uganda,148364.0254213104,5,123.47198466080675,52524.47427,54383.18679,63216.53596,UGA,49272882213.623
